file_name,predicted_class,score
nothing/LowerTrailCamera_EK003535.JPG,human,0.46879634
nothing/LowerTrailCamera_EK003536.JPG,human,0.48035282
nothing/LowerTrailCamera_EK003537.JPG,human,0.5782594
nothing/LowerTrailCamera_EK003676.JPG,human,0.9510629
nothing/LowerTrailCamera_EK003678.JPG,human,0.59645945
nothing/LowerTrailCamera_EK003752.JPG,squirrel,0.46234
nothing/LowerTrailCamera_EK003905.JPG,bobcat,0.50064284
nothing/LowerTrailCamera_EK003906.JPG,bobcat,0.5655495
nothing/LowerTrailCamera_EK004009.JPG,squirrel,0.5158031
nothing/LowerTrailCamera_EK004011.JPG,squirrel,0.4153403
nothing/LowerTrailCamera_EK004147.JPG,squirrel,0.49999487
nothing/LowerTrailCamera_EK004514.JPG,squirrel,0.8641469
nothing/LowerTrailCamera_EK004515.JPG,squirrel,0.63539416
nothing/LowerTrailCamera_EK004642.JPG,squirrel,0.8467683
nothing/LowerTrailCamera_EK004643.JPG,squirrel,0.8932007
nothing/LowerTrailCamera_EK004644.JPG,squirrel,0.92970127
nothing/LowerTrailCamera_EK004725.JPG,squirrel,0.654289
nothing/LowerTrailCamera_EK005092.JPG,squirrel,0.4533409
nothing/LowerTrailCamera_EK005093.JPG,squirrel,0.38793314
nothing/LowerTrailCamera_EK005191.JPG,deer,0.6190108
nothing/LowerTrailCamera_EK005803.JPG,human,0.4073174
nothing/LowerTrailCamera_EK005822.JPG,human,0.67701083
nothing/LowerTrailCamera_EK005824.JPG,rabbit,0.8177589
nothing/LowerTrailCamera_EK006093.JPG,squirrel,0.53990656
nothing/LowerTrailCamera_EK006176.JPG,rabbit,0.79126054
nothing/LowerTrailCamera_EK006177.JPG,rabbit,0.7895157
nothing/LowerTrailCamera_EK006661.JPG,human,0.3939908
nothing/LowerTrailCamera_EK006663.JPG,squirrel,0.5417346
nothing/LowerTrailCamera_EK007429.JPG,squirrel,0.35118946
nothing/LowerTrailCamera_EK007430.JPG,squirrel,0.43209848
nothing/LowerTrailCamera_EK007431.JPG,squirrel,0.37658876
nothing/LowerTrailCamera_EK007540.JPG,squirrel,0.8452525
nothing/LowerTrailCamera_EK007541.JPG,squirrel,0.7787007
nothing/LowerTrailCamera_EK007542.JPG,squirrel,0.5250892
nothing/LowerTrailCamera_EK007657.JPG,squirrel,0.6869531
nothing/LowerTrailCamera_EK007659.JPG,squirrel,0.76047766
rabbit/LowerTrailCamera_EK000040.JPG,bobcat,0.70997494
rabbit/LowerTrailCamera_EK000041.JPG,skunk,0.7131892
rabbit/LowerTrailCamera_EK000042.JPG,deer,0.4126638
rabbit/LowerTrailCamera_EK000067.JPG,bobcat,0.9974185
rabbit/LowerTrailCamera_EK000068.JPG,bobcat,0.9968098
rabbit/LowerTrailCamera_EK000115.JPG,deer,0.99649626
rabbit/LowerTrailCamera_EK000195.JPG,bobcat,0.7274145
rabbit/LowerTrailCamera_EK000682.JPG,deer,0.85366935
rabbit/LowerTrailCamera_EK000684.JPG,deer,0.53924894
rabbit/LowerTrailCamera_EK000748.JPG,bobcat,0.999666
rabbit/LowerTrailCamera_EK000749.JPG,skunk,0.64778143
rabbit/LowerTrailCamera_EK000750.JPG,skunk,0.9024163
